time_step,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,projected_gravity_x,projected_gravity_y,projected_gravity_z,velocity_command_x,velocity_command_y,velocity_command_yaw,joint_pos_base_lf1,joint_pos_lf1_lf2,joint_pos_lf2_lf3,joint_pos_base_rf1,joint_pos_rf1_rf2,joint_pos_rf2_rf3,joint_pos_base_lb1,joint_pos_lb1_lb2,joint_pos_lb2_lb3,joint_pos_base_rb1,joint_pos_rb1_rb2,joint_pos_rb2_rb3,joint_vel_base_lf1,joint_vel_lf1_lf2,joint_vel_lf2_lf3,joint_vel_base_rf1,joint_vel_rf1_rf2,joint_vel_rf2_rf3,joint_vel_base_lb1,joint_vel_lb1_lb2,joint_vel_lb2_lb3,joint_vel_base_rb1,joint_vel_rb1_rb2,joint_vel_rb2_rb3,joint_effort_base_lf1,joint_effort_lf1_lf2,joint_effort_lf2_lf3,joint_effort_base_rf1,joint_effort_rf1_rf2,joint_effort_rf2_rf3,joint_effort_base_lb1,joint_effort_lb1_lb2,joint_effort_lb2_lb3,joint_effort_base_rb1,joint_effort_rb1_rb2,joint_effort_rb2_rb3,prev_action_base_lf1,prev_action_lf1_lf2,prev_action_lf2_lf3,prev_action_base_rf1,prev_action_rf1_rf2,prev_action_rf2_rf3,prev_action_base_lb1,prev_action_lb1_lb2,prev_action_lb2_lb3,prev_action_base_rb1,prev_action_rb1_rb2,prev_action_rb2_rb3
70.000000,0.063898,0.077174,-0.168883,-0.398751,0.537421,-0.727004,0.095918,-0.001924,-0.921757,0.150000,0.000000,0.000000,0.077327,-0.020370,0.000708,-0.003926,-0.035837,0.063766,0.170963,-0.041540,-0.021668,0.027079,0.062209,-0.012142,-3.912687,1.622451,0.887824,1.293898,2.781646,1.977713,0.278433,2.530185,0.024693,-2.051984,-3.478230,5.400210,-0.649207,0.704455,-0.668485,-0.695631,0.524384,-0.610760,-0.792019,0.661813,-0.383526,-0.748144,-0.690798,0.643285,0.211253,-0.336170,-0.250573,0.048451,0.199726,0.129365,0.020970,0.446772,0.137838,-0.078118,0.062110,-0.050333
71.000000,0.264801,-0.056020,0.042037,0.535289,-0.907530,-0.259548,0.041241,0.081003,-1.096465,0.150000,0.000000,0.000000,0.039445,0.017849,-0.089019,-0.005352,0.081163,0.104376,0.140595,-0.036147,0.079714,-0.146115,0.054008,-0.003092,0.170855,0.449713,-2.057149,1.315514,-0.280059,-2.635223,1.248243,0.978291,-1.094772,-5.040584,-3.922275,2.146517,0.695517,-0.655769,-0.718372,0.137940,0.719522,-0.754434,-0.653687,0.733392,-0.722028,0.763846,-0.774649,-0.644436,0.166915,-0.143797,-0.145348,0.009437,0.227939,0.104730,-0.119468,0.268008,0.029773,0.030877,0.135540,-0.009612
72.000000,0.156028,0.024262,-0.011855,0.275208,-0.492447,-0.054396,0.028023,-0.050664,-0.931971,0.150000,0.000000,0.000000,-0.012441,0.116997,-0.099924,-0.031256,0.055745,0.019702,0.144574,-0.037221,0.020919,-0.155049,-0.034406,0.040498,-0.872424,1.679883,-1.318449,0.453128,-0.205477,-6.271396,-2.733129,3.655848,0.982319,-0.003784,-1.766240,-0.354037,-0.067974,-0.114609,0.653924,0.070330,0.743325,-0.716412,-0.672089,0.777279,0.799621,0.774353,0.631840,-0.691162,0.096594,0.022604,0.021341,-0.135958,0.129471,-0.306073,-0.030035,0.267060,0.154723,0.106735,0.038232,0.227483
73.000000,0.177383,-0.118524,-0.029853,0.799017,-0.881466,-0.334343,-0.103462,-0.054207,-1.094831,0.150000,0.000000,0.000000,0.009681,0.103839,-0.114924,0.018992,0.137307,-0.124902,0.106598,0.010671,0.088137,-0.152285,0.004538,0.079662,-0.985434,0.224717,2.585979,-2.267466,4.930255,-1.909491,-0.275600,2.327077,1.977881,1.674132,0.716582,-1.358677,-0.767892,-0.752944,0.621597,-0.705554,-0.673670,0.735329,0.718604,-0.502286,-0.741631,0.631969,0.624001,-0.244472,0.012717,0.010260,0.121135,-0.129799,-0.049903,-0.410785,0.108785,0.013962,0.044712,0.067536,0.007931,0.206266
74.000000,0.207068,-0.067743,-0.076445,-1.093687,1.158051,0.306442,0.061946,0.004707,-1.063436,0.150000,0.000000,0.000000,0.020593,0.125643,-0.045151,-0.021357,0.207960,-0.105291,0.071667,0.086157,0.031212,-0.082865,-0.057721,0.080507,-0.104704,0.637216,1.322903,-1.673911,0.628328,2.086920,0.808176,0.973021,0.515373,2.322677,2.247729,-1.919999,0.756080,-0.640252,0.792522,-0.685405,-0.650887,0.640438,-0.719372,-0.616382,0.738929,0.796574,0.748228,-0.669056,0.009525,0.020477,-0.042775,-0.112024,-0.207996,-0.259510,0.313421,0.060805,0.040598,-0.045512,0.219623,0.215933
75.000000,0.091576,-0.003126,0.049256,-0.550716,1.554445,-0.244245,-0.086438,-0.080258,-1.026797,0.150000,0.000000,0.000000,0.022766,0.052196,-0.010446,-0.031832,0.173316,-0.072040,0.062011,0.112133,0.015969,-0.080885,0.052859,0.033951,-0.737081,0.138629,3.042167,-1.141819,0.001492,2.073772,-1.418904,-1.525392,2.185063,1.569680,3.368678,-1.647852,0.609183,-0.789581,-0.618415,0.659077,-0.669655,-0.366474,0.041018,-0.773682,-0.715867,0.693378,0.159335,-0.758297,0.058587,0.323866,0.151172,-0.153555,-0.237187,-0.241001,0.172594,-0.078801,0.010383,-0.045125,0.241349,0.077331
76.000000,0.289768,0.021124,0.016075,1.166664,0.483531,-0.022788,-0.067943,-0.088923,-1.030608,0.150000,0.000000,0.000000,0.005584,0.079223,0.034918,-0.089490,0.082532,0.014788,0.061003,0.023866,0.040952,-0.031524,0.094672,-0.052816,1.659166,-2.456991,0.259741,0.354195,-3.691242,0.696885,-1.384669,-2.145192,-2.150826,1.238719,3.289186,-2.586932,0.748203,-0.604629,-0.707628,0.540143,0.742041,0.390067,0.771502,-0.711090,0.075362,-0.702008,-0.190811,0.658936,-0.028216,0.299080,-0.082495,-0.065114,-0.141398,-0.043045,0.090900,0.004364,0.036579,0.061499,0.402953,0.244558
77.000000,0.260681,0.080857,0.065240,0.225612,-0.085258,0.128484,-0.051224,0.022805,-0.987169,0.150000,0.000000,0.000000,0.068823,0.023188,0.016348,-0.058940,0.011938,-0.002381,0.015213,-0.005733,0.016146,0.015150,0.097500,-0.153894,0.748793,0.237278,-2.366767,0.409021,-1.378348,1.075547,2.681959,-2.212295,-1.294099,0.037769,-0.884591,-3.484727,-0.742823,0.725560,0.166681,-0.685782,-0.703189,0.620023,0.736293,0.467779,-0.446366,0.751234,-0.634296,0.722106,0.293155,0.117823,-0.391848,-0.003375,0.118269,-0.083365,-0.032346,0.014562,0.214627,-0.020244,0.250493,0.126032
78.000000,0.171586,0.070232,-0.050816,-0.062007,-0.261129,-0.721541,0.045792,-0.085960,-0.963519,0.150000,0.000000,0.000000,0.071570,0.005969,-0.016929,-0.097418,-0.017913,0.017904,0.063716,-0.083651,0.031449,0.037804,0.019998,-0.141844,-1.554831,-1.364681,-1.966410,0.674839,0.003015,2.026232,1.144288,-2.798441,1.542297,2.871677,-0.770818,-0.203722,-0.627629,-0.685200,0.769820,0.640427,0.687449,-0.454724,0.678558,0.733486,0.605026,-0.765451,0.647879,0.645507,0.201223,-0.145255,-0.282604,0.022160,0.085548,0.069974,0.044477,0.141073,0.088334,-0.203506,0.138049,-0.069758
79.000000,0.137795,0.034814,-0.089217,-1.879587,-0.363595,-0.270369,0.094693,-0.038382,-0.967753,0.150000,0.000000,0.000000,0.063329,-0.012039,-0.014955,-0.088183,-0.014773,0.057592,0.126552,-0.072626,0.050107,-0.016953,0.092721,-0.076263,0.328742,-1.055821,1.439969,2.350701,0.235286,1.931429,2.721518,0.370437,1.933425,-2.094835,0.995768,1.100430,-0.729669,0.663506,-0.789151,0.684629,0.030109,-0.637080,-0.688131,0.623153,0.709836,-0.626579,-0.697058,-0.791711,0.191401,-0.278660,-0.236968,0.103253,0.110053,-0.017525,0.046620,0.326902,0.075868,-0.085585,0.049735,0.008175
80.000000,0.088562,0.014074,-0.037363,1.098837,0.895370,-0.245419,0.062812,-0.019849,-0.931604,0.150000,0.000000,0.000000,0.046992,0.042232,0.008628,0.023896,0.028235,0.109468,0.125261,-0.016497,0.034710,-0.059101,0.117132,-0.036676,0.717825,3.492871,-1.127850,1.811328,-0.606225,-0.092112,-2.210840,3.289243,1.072207,-2.317814,0.907114,3.494843,0.668194,-0.389625,-0.695240,0.208920,0.729850,-0.727658,-0.600318,-0.572316,-0.611945,0.601130,-0.644745,0.716519,0.144008,-0.222259,-0.157459,-0.044337,0.292498,0.015407,0.104207,0.303812,0.123916,0.009048,0.144309,0.095599
81.000000,0.234717,0.060898,-0.023867,-1.015130,-0.006013,-0.301138,0.117212,0.027756,-1.096989,0.150000,0.000000,0.000000,0.063955,0.053328,-0.010115,-0.040822,0.026667,0.076694,0.105168,-0.000420,0.009741,-0.121437,0.057686,-0.025940,1.651291,1.181906,-1.707390,2.208803,0.953946,-5.219962,-1.541040,0.955173,-1.530241,-1.908046,-4.121829,0.379067,-0.113888,-0.066304,0.725851,0.634190,0.750400,-0.780006,-0.790322,-0.163832,0.069191,0.635390,0.777067,-0.780247,0.054915,-0.032811,0.061612,-0.037548,0.117350,-0.195443,0.040521,0.277805,0.120455,0.040743,0.178345,0.195618
82.000000,0.123798,-0.043907,-0.031072,-0.716388,-0.234510,-0.732750,0.067015,0.056725,-1.073885,0.150000,0.000000,0.000000,0.052227,0.085228,-0.059924,0.001355,0.082006,-0.009714,0.020933,0.030373,0.034974,-0.089194,0.027857,-0.036747,-1.519503,-1.324079,-0.426875,-0.298049,1.162032,-1.799911,-0.799439,3.031489,-0.825315,1.318497,-0.176517,-0.032685,0.761140,-0.718352,0.646621,-0.678265,-0.772282,0.647032,0.634821,0.725802,0.610422,0.624531,0.782664,0.726011,0.085116,0.098105,-0.071224,-0.143272,-0.048233,-0.360031,0.083179,0.092217,0.091713,0.022435,0.124698,0.172827
83.000000,0.181985,-0.084930,-0.104301,0.803928,-0.302726,0.280934,-0.066474,-0.033724,-0.908707,0.150000,0.000000,0.000000,0.057757,0.095040,-0.070691,-0.024918,0.112928,-0.055132,0.057941,0.120024,0.005530,-0.085119,0.035499,-0.015339,-0.790387,-2.307414,1.053033,-2.860629,1.239185,-0.966278,0.114111,1.623202,1.128447,3.064270,2.269711,0.061949,-0.676820,-0.730787,-0.033187,-0.681660,-0.739897,0.627821,0.707204,-0.707095,-0.102075,0.764466,0.693299,-0.646361,0.011621,0.227593,-0.027398,-0.140553,-0.312547,-0.295386,0.208962,0.011576,-0.063654,-0.019105,0.369471,0.186488
84.000000,0.231265,-0.092505,-0.091140,-0.538858,0.647300,0.692399,-0.074570,-0.039264,-1.062246,0.150000,0.000000,0.000000,0.027054,0.038072,0.026257,-0.016785,0.156178,-0.084106,0.081809,0.120291,0.041259,-0.015308,0.047912,0.003896,-1.082610,-2.058241,1.885161,-3.351930,0.709755,0.924901,1.777905,-1.623825,1.505358,0.447588,1.342113,-1.970670,0.688514,0.619261,-0.649570,-0.784828,-0.755583,0.737987,-0.650784,-0.747918,-0.563117,-0.720718,-0.609845,-0.718271,0.019352,0.280499,0.064449,-0.171325,-0.277182,-0.157773,0.139079,-0.044418,-0.035096,-0.022200,0.328466,0.136163
85.000000,0.011080,-0.012359,0.007486,-0.169436,0.059947,0.003131,0.099464,0.083197,-0.952371,0.150000,0.000000,0.000000,0.072855,0.025087,0.008685,-0.027428,0.119860,-0.036250,0.106750,0.065224,0.023950,-0.069371,0.038625,-0.131952,2.402343,0.331958,0.347397,0.519087,-3.625551,4.254731,0.829543,-3.979690,-1.223089,-1.199126,-0.213995,-1.893568,0.692648,-0.765653,-0.656059,0.362395,-0.615098,0.696216,0.772867,-0.788760,-0.717876,0.637595,-0.043358,0.781474,0.056808,0.287919,-0.109067,-0.119087,-0.064658,-0.094252,0.050340,-0.078703,0.086346,0.117066,0.365715,0.239045
86.000000,0.103682,0.014706,0.023391,-0.179079,-0.463756,-0.556712,0.098196,-0.041343,-1.048694,0.150000,0.000000,0.000000,0.103856,0.033663,0.012423,-0.056220,0.077181,0.005935,0.090770,0.000418,0.053648,-0.066285,0.059809,-0.116573,2.597529,-0.301682,-0.515178,-2.509080,-2.470326,4.568908,1.553407,-3.849567,0.381954,1.256832,-0.694675,0.172933,-0.795116,-0.035526,0.175086,-0.745180,-0.704103,0.594909,-0.576049,0.643385,0.632307,0.608469,-0.693527,0.661438,0.210659,0.110441,-0.404294,-0.012148,0.055411,0.191404,-0.052634,0.205692,0.158353,0.005261,0.410060,0.194825
87.000000,0.113627,-0.041331,-0.032685,-0.689425,-0.424929,0.244583,0.057472,-0.047677,-1.031876,0.150000,0.000000,0.000000,0.034649,-0.020095,0.012075,-0.069143,-0.002049,0.063519,0.144969,-0.053777,-0.039419,-0.034084,0.068992,-0.115001,-1.228533,-1.523319,0.448410,-1.255321,-3.170192,3.257972,2.302233,-0.208758,-1.632584,-0.957880,0.551419,1.221421,-0.613124,0.576549,0.778057,0.738217,-0.160474,-0.209516,0.280946,0.654145,0.732943,-0.665421,0.653720,0.623613,0.277548,-0.147974,-0.389172,-0.136281,0.051466,0.077350,0.100587,0.157974,0.160282,-0.158503,0.172281,0.008579
88.000000,0.148409,-0.030187,0.051276,0.900139,0.924319,0.321269,0.018791,-0.004285,-1.045680,0.150000,0.000000,0.000000,0.060337,0.022240,-0.004457,-0.079459,-0.022932,0.147043,0.116969,-0.113181,0.012446,0.005345,0.047811,-0.066344,-2.675072,-1.097483,2.372328,-0.043426,-2.053445,-0.917869,0.020832,0.425543,0.887429,-0.060011,-0.605053,3.157393,-0.764273,0.693555,-0.787508,0.723791,0.765631,-0.772369,0.784943,0.656841,0.624095,-0.667674,-0.748204,0.796135,0.197554,-0.270532,-0.263610,-0.059996,0.250402,0.210598,0.039082,0.273253,-0.017365,-0.112833,0.062988,-0.041348
89.000000,0.089518,-0.047572,-0.022997,1.497028,0.364738,-0.209443,-0.010813,0.056343,-1.035877,0.150000,0.000000,0.000000,-0.002956,0.034063,0.003902,-0.067586,-0.028874,0.129461,0.135790,-0.054763,0.088473,-0.134185,0.071157,-0.007934,-1.479285,1.525769,-1.544106,3.022686,2.686650,-4.079690,-0.085784,3.391861,2.192074,-5.174009,1.159962,1.878878,0.701969,0.615790,-0.639514,-0.656514,0.707679,-0.727825,-0.661894,-0.279091,-0.125913,0.793952,-0.609654,-0.771316,0.020411,-0.267457,-0.091073,0.023221,0.210011,0.108372,0.030602,0.338451,0.009864,-0.092977,0.000587,0.029458
90.000000,0.061192,-0.031962,-0.046779,-0.229565,-0.998402,0.951248,0.058466,-0.052072,-0.959919,0.150000,0.000000,0.000000,-0.005272,0.105079,-0.059338,-0.069137,0.048159,0.060831,0.111741,0.031503,0.019454,-0.127592,0.081418,-0.001307,-0.404156,0.547627,-0.461103,-1.702857,3.448139,-3.046525,-1.372443,2.108106,-1.305919,0.211556,-4.744280,0.425787,-0.654283,-0.651938,0.751144,0.663513,0.666696,-0.643467,-0.646849,0.788015,-0.616724,0.736264,-0.507006,0.706256,0.011477,-0.041182,0.041189,-0.136592,0.205644,-0.205743,0.014868,0.327103,0.157786,0.035851,0.056810,0.279327
91.000000,0.158180,0.082729,0.015040,-0.438544,-0.610314,0.850636,-0.062056,0.040384,-1.050604,0.150000,0.000000,0.000000,-0.000610,0.082809,-0.076138,-0.044251,0.079032,-0.000568,0.126104,0.064496,0.062499,-0.152826,0.004247,0.068589,1.448947,-0.065209,0.963338,0.700458,1.427943,-4.657069,-5.245394,1.462328,-0.014193,1.247501,-0.800000,0.317320,-0.076928,-0.760063,0.456533,0.762402,0.698977,0.502291,-0.715762,-0.760913,0.720453,0.769775,0.777847,-0.744859,0.017041,0.018558,0.124787,-0.183565,-0.143977,-0.343801,0.125931,0.176034,0.057804,0.052297,0.063134,0.247762
92.000000,0.025863,-0.033175,-0.056625,-0.298618,0.484463,-0.616528,-0.029619,0.033015,-1.095922,0.150000,0.000000,0.000000,-0.016408,0.090543,-0.005726,-0.018141,0.108380,-0.050884,0.026576,0.045076,0.021196,-0.085290,-0.034950,0.065670,-1.841251,-0.233492,-1.296967,-0.378916,2.613580,-1.895511,-3.335243,2.411748,-1.973775,2.464270,-0.499179,-1.453296,-0.112249,0.387451,0.641467,-0.720951,-0.326940,0.725479,0.637045,-0.383614,0.658635,0.767500,0.778022,-0.727572,-0.055119,0.086235,0.026759,-0.158410,-0.281089,-0.242029,0.104837,0.025491,-0.045383,0.001680,0.190550,0.078802
93.000000,0.192268,0.008522,0.159237,-1.537478,0.220398,0.242793,-0.041193,0.046150,-0.907689,0.150000,0.000000,0.000000,0.058922,0.055678,-0.024017,-0.038058,0.191114,-0.104229,0.022784,0.063918,0.061354,-0.050548,0.074574,-0.033466,-0.198251,-0.271880,-0.038914,-2.904358,0.446958,3.125305,-1.776851,0.807076,0.993408,2.085489,2.753326,-2.538420,0.680768,0.079189,-0.358118,-0.664592,-0.676620,0.640949,0.241008,-0.713750,-0.798557,0.790387,0.227526,-0.660034,-0.004807,0.286907,0.000835,-0.139810,-0.285751,-0.118251,0.083943,0.156851,-0.161454,-0.031469,0.344664,0.020892
94.000000,0.230975,0.014165,-0.045391,0.094885,-0.169378,-0.341116,0.066470,-0.013154,-0.946413,0.150000,0.000000,0.000000,-0.001779,0.012127,-0.003027,-0.072538,0.085696,0.008569,0.021991,0.028449,-0.001620,-0.026482,0.070584,-0.062211,-1.343408,-2.597072,-1.000676,-1.181189,-1.906103,3.876777,0.789205,-3.648425,-1.485173,-0.628923,0.589920,-4.812528,-0.229896,-0.785839,-0.724183,0.675427,-0.781503,0.650403,0.754492,-0.610459,-0.749487,-0.694339,-0.738036,0.765222,0.096841,0.267397,-0.200604,-0.012708,-0.091863,0.211930,-0.084434,0.227572,-0.011796,0.004086,0.316007,0.080395
95.000000,0.129108,0.064026,0.029103,0.584686,0.012720,-0.138650,0.088068,0.102549,-0.954772,0.150000,0.000000,0.000000,0.057007,0.041128,0.037441,-0.024993,0.116529,-0.007488,0.058776,-0.020365,-0.001745,0.029295,0.105085,-0.140768,-0.984726,-0.164207,-0.774026,1.846548,-1.118977,2.747262,0.243854,-5.519780,-0.951233,-0.917648,-3.550568,1.092067,-0.092295,0.714218,-0.602025,0.441090,0.725841,0.724988,0.756245,0.602006,-0.756995,-0.253372,-0.633725,0.776275,0.317322,0.034180,-0.434840,0.046437,0.094007,0.151621,-0.162914,0.152298,0.075519,-0.011249,0.285486,0.018848
96.000000,0.026104,0.030453,0.014385,-0.767130,-0.655388,-0.718669,-0.054565,-0.081526,-1.040246,0.150000,0.000000,0.000000,-0.006113,0.040217,-0.052310,-0.102916,0.067328,0.021376,0.077940,-0.125430,0.009520,0.001152,0.003543,-0.049716,-0.451728,-1.164497,0.897377,0.777860,2.966311,1.386000,1.892390,-1.934444,-1.543376,-2.048173,-1.488682,2.965680,-0.762226,0.750035,0.629696,0.700180,0.608367,-0.634088,-0.684804,0.657169,0.601060,-0.679325,0.655849,0.731328,0.230112,-0.225827,-0.263550,0.017955,-0.068306,0.057379,-0.117608,0.351000,0.104795,-0.143104,0.052494,-0.027638
97.000000,0.078707,-0.063521,-0.028861,1.151745,1.156934,-0.488923,-0.026856,-0.008772,-1.070817,0.150000,0.000000,0.000000,-0.026179,0.037659,0.012728,0.011694,0.045642,0.121767,0.163109,-0.100973,0.012246,-0.042692,0.054912,-0.009658,-1.921136,0.570651,0.169422,1.942814,1.849169,2.276231,1.719979,1.630128,2.495504,-1.945050,0.708508,3.431819,-0.688620,0.600091,-0.041985,0.702598,-0.685567,-0.789030,-0.774944,0.668420,0.721150,-0.653731,-0.659501,-0.724483,0.133185,-0.227818,-0.046216,0.071055,0.184485,0.017033,0.025694,0.338446,0.067869,0.025659,0.088121,-0.004082
98.000000,0.133907,-0.103408,0.117957,0.798387,-0.541997,-0.236195,-0.063328,-0.043563,-0.962981,0.150000,0.000000,0.000000,-0.075504,0.076230,-0.039171,0.044955,0.099610,0.050937,0.174607,0.003438,-0.015133,-0.067667,-0.011222,0.068318,0.054163,1.530134,-2.455613,-0.566511,-1.277611,-2.877098,-0.601825,3.547381,2.108587,-2.231667,-0.539670,1.805862,0.716787,-0.717989,-0.658899,-0.653535,0.628068,-0.735799,-0.613459,-0.659268,0.026578,0.677737,-0.634812,-0.789494,0.065945,-0.035255,0.126392,0.030618,0.160300,-0.282862,0.006897,0.319421,0.043399,0.025348,0.222257,0.150355
99.000000,0.226123,-0.085401,-0.016026,0.101521,0.021143,-0.338617,-0.061646,-0.057220,-0.938663,0.150000,0.000000,0.000000,-0.049194,0.054792,-0.010691,0.020737,0.139783,0.010049,0.099699,-0.030566,0.024149,-0.178148,0.040170,0.070444,-1.628090,-0.712962,-0.915190,0.540812,2.803690,-4.240591,-3.003640,-0.340135,-1.143512,-1.687384,-0.861072,-1.827688,0.710132,-0.772584,0.630546,0.723076,-0.411881,0.620005,0.516294,0.662553,-0.638475,0.615767,0.491247,-0.630002,-0.017049,-0.015361,0.198660,-0.071068,-0.003408,-0.372176,0.088211,0.095296,-0.005780,0.042455,0.063543,0.187608
100.000000,0.175896,0.006881,0.037922,0.291214,-0.459660,0.197664,0.044605,0.071880,-0.937232,0.150000,0.000000,0.000000,-0.032204,0.047371,-0.016239,0.016938,0.141217,-0.045777,0.044163,0.067445,0.024796,-0.125255,0.040377,-0.032544,0.364431,-2.841802,3.568891,-0.067719,2.028916,-3.110984,0.920064,0.167313,-0.830223,1.765402,1.382284,-2.203714,-0.360710,-0.661048,0.776856,-0.610833,-0.559684,0.726398,0.736365,-0.628704,-0.357100,0.686027,0.769346,-0.603019,-0.043026,0.022606,0.023006,-0.090576,-0.185690,-0.297875,0.276389,0.060946,-0.014084,-0.012934,0.121412,0.291432
101.000000,0.216017,0.039488,0.003489,-1.170755,0.792706,0.511396,0.099979,0.062194,-0.957852,0.150000,0.000000,0.000000,0.021072,0.054075,-0.017718,0.057914,0.178033,-0.067696,0.067276,0.088109,0.058785,-0.052128,0.071624,-0.008836,1.257250,-2.326936,2.893400,-0.621460,-0.881544,-0.793983,1.838107,2.064408,-2.490843,5.554682,0.112852,-3.973677,0.620292,-0.785364,-0.349564,-0.767019,-0.791231,0.729285,-0.791810,-0.749095,-0.759127,0.704960,0.748028,-0.793365,-0.058302,0.117147,0.004473,-0.051982,-0.236757,-0.115779,0.115158,0.015117,0.011806,0.072675,0.391691,0.150191
102.000000,0.170444,0.085552,0.101896,0.388619,-0.505984,-0.450089,0.040741,-0.038733,-1.010884,0.150000,0.000000,0.000000,0.051135,0.052764,0.013356,0.014924,0.089875,-0.032389,0.088793,0.067170,-0.038007,0.021628,0.022909,-0.127404,2.993735,0.276230,-0.827886,-0.496919,-4.395374,-0.018770,-1.175631,-0.477924,-1.958011,1.477932,1.952986,-0.805853,0.783457,-0.068378,-0.612857,0.245414,-0.398435,0.608890,0.656412,-0.679004,0.146222,-0.709381,0.688683,0.785352,0.096865,0.170936,-0.171190,-0.019888,-0.130490,0.020075,-0.033742,0.022699,0.035057,0.108517,0.438956,0.124049
103.000000,0.072052,-0.057189,0.041303,-0.596787,-0.276411,-0.356045,-0.082875,-0.004906,-1.022992,0.150000,0.000000,0.000000,0.036027,0.035180,0.039239,-0.003857,0.058242,0.006940,0.080036,-0.066955,0.050561,0.056185,0.072035,-0.131639,0.909265,-1.501179,1.261757,-1.866778,-2.514127,1.236557,2.257292,-4.392035,1.919361,1.127776,-0.577712,1.110067,-0.659802,0.108269,0.665814,0.735948,-0.431210,0.633769,0.650986,-0.359333,0.512958,-0.767654,-0.723020,0.609256,0.241941,-0.015854,-0.361400,0.006046,0.049430,0.103629,-0.009330,0.058525,0.178672,-0.064311,0.343964,-0.012054
104.000000,0.060510,0.097510,-0.014649,-0.887498,-0.211899,0.319888,-0.063437,-0.013244,-1.062586,0.150000,0.000000,0.000000,0.035984,0.022544,0.067138,0.008294,0.070748,0.067387,0.074320,-0.064046,0.041606,0.006523,0.143059,-0.101062,-0.962816,-1.199972,-0.103717,2.310463,0.800172,1.533762,4.526016,-0.005805,-0.970603,-2.641961,-3.475957,1.054749,-0.730363,0.744258,0.606579,0.648159,0.268809,0.716106,0.647235,0.783283,0.180520,-0.674193,-0.238205,0.689127,0.195477,-0.200874,-0.304381,0.106689,0.049856,0.021384,0.038266,0.215276,0.065035,-0.111643,0.123438,-0.028117
105.000000,0.095663,0.156152,-0.055074,0.842224,0.465149,-0.008948,0.042266,0.092476,-1.022236,0.150000,0.000000,0.000000,0.017888,-0.003348,0.051184,-0.015446,0.064177,0.040037,0.153847,-0.029140,0.040069,-0.020092,0.049868,-0.030164,-2.962373,3.274493,-0.906370,-0.942055,0.479789,1.822721,3.746916,1.342469,0.046546,-4.054104,-0.190772,4.364921,0.180013,0.616891,-0.653908,0.501045,0.617357,-0.615695,-0.628228,0.761928,0.669041,-0.678160,-0.789925,0.715176,0.148799,-0.244399,-0.205926,0.151117,0.237330,0.021150,-0.000321,0.441688,0.087345,-0.073517,0.112703,-0.014786
106.000000,0.088664,0.035920,0.147112,-0.102012,0.125202,0.341534,0.098882,0.086563,-0.983441,0.150000,0.000000,0.000000,-0.009603,0.047005,0.060196,0.000058,0.029738,-0.011291,0.217986,0.009896,0.043462,-0.136640,0.012354,0.044718,-0.349711,2.105928,-3.602512,-0.615990,2.436748,-0.167621,-2.562219,0.054308,0.225008,-1.384089,-0.811370,-0.223335,0.729562,-0.692598,-0.670611,0.692194,0.716998,-0.698671,-0.711199,-0.345874,-0.740977,0.710908,0.261214,-0.717703,0.159716,-0.080902,-0.220377,0.011711,0.252503,0.085998,-0.017203,0.312927,0.123648,0.024094,0.019246,0.038618
107.000000,0.044370,0.087085,-0.011968,-0.741427,-0.444346,-0.202689,-0.051131,0.030668,-1.032470,0.150000,0.000000,0.000000,-0.013082,0.057188,0.008858,0.013240,0.101867,-0.051392,0.173227,0.034072,0.053420,-0.137826,-0.002976,-0.028121,-0.844577,1.034825,-1.579529,1.623347,0.783684,-2.060358,-1.595780,-0.251358,-1.538882,-1.364534,-1.586424,1.585774,-0.644031,-0.672368,0.684293,0.725497,0.757153,-0.095241,0.573282,0.680684,0.573674,0.791865,0.299394,0.146721,0.148695,0.053196,-0.138732,-0.167525,0.097906,-0.326260,0.009711,0.325634,0.102398,0.069994,0.003578,0.269931
108.000000,0.155874,-0.107964,-0.091589,0.892526,-0.986713,-0.463004,0.099777,-0.015132,-1.046586,0.150000,0.000000,0.000000,0.029834,0.118318,0.001429,0.067415,0.118097,-0.029506,0.110434,0.093684,0.008068,-0.067199,-0.003739,-0.026614,-1.163358,-0.349076,-0.270190,1.707826,3.200933,-1.734761,-2.216712,4.352803,-0.898913,1.537959,0.500798,0.365223,0.011009,-0.094663,0.605386,-0.667344,-0.649105,0.747111,-0.785772,-0.207589,0.738553,0.067804,0.772815,0.743243,0.097736,0.043178,-0.005765,-0.173625,-0.150458,-0.412382,0.119746,0.205203,0.054622,0.097340,0.193690,0.250446
109.000000,0.112809,0.062152,0.008841,1.218846,-1.149235,-0.194115,0.069570,0.068227,-0.999218,0.150000,0.000000,0.000000,-0.002940,0.076773,0.026011,-0.005357,0.134565,-0.067538,-0.000870,0.048533,0.011427,-0.130473,0.008731,0.002849,-1.341759,-0.221323,2.507792,-2.641865,0.428590,1.407932,-1.836578,1.444639,-0.520299,-1.274879,2.838682,1.051051,0.314075,0.197045,0.671038,-0.701451,-0.605702,0.788549,0.507009,-0.615621,-0.347330,0.769459,0.740752,-0.743872,0.111961,0.197652,0.059075,-0.265632,-0.242674,-0.452560,0.250433,0.001034,-0.082489,0.075830,0.188879,0.204792
