global_step,loop,csv_step,time,playback_hz,hw_scale,sim_action_0,cmd_pos_0,real_pos_0,sim_action_1,cmd_pos_1,real_pos_1,sim_action_2,cmd_pos_2,real_pos_2,sim_action_3,cmd_pos_3,real_pos_3,sim_action_4,cmd_pos_4,real_pos_4,sim_action_5,cmd_pos_5,real_pos_5,sim_action_6,cmd_pos_6,real_pos_6,sim_action_7,cmd_pos_7,real_pos_7,sim_action_8,cmd_pos_8,real_pos_8,sim_action_9,cmd_pos_9,real_pos_9,sim_action_10,cmd_pos_10,real_pos_10,sim_action_11,cmd_pos_11,real_pos_11
84,0,84,3.3691906929016113,25,0.55,0.056808,0.031244400000000002,0.08567979964335799,0.287919,0.9433554500000001,0.9167738561839305,-0.109067,-1.62998685,-1.610382069897682,-0.119087,-0.06549785000000001,-0.09710377292913905,-0.064658,0.7494381,0.6711584305396376,-0.094252,-1.6218386,-1.7474697493270548,0.05034,0.027687000000000003,0.11995171950070119,-0.078703,0.74171335,0.8539420031121346,0.086346,-1.5225097,-1.6275180298263536,0.117066,0.06438630000000001,0.011423973285781066,0.365715,0.98614325,0.9281978294697116,0.239045,-1.43852525,-1.4618704171825283
85,0,85,3.4092626571655273,25,0.55,0.210659,0.11586245000000002,0.06283185307179585,0.110441,0.84574255,0.9339098161126022,-0.404294,-1.7923617,-1.5646861767545577,-0.012148,-0.006681400000000001,-0.09710377292913905,0.055411,0.81547605,0.6711584305396376,0.191404,-1.4647278000000001,-1.7017738561839306,-0.052634,-0.0289487,0.11995171950070119,0.205692,0.8981306,0.8539420031121346,0.158353,-1.48290585,-1.621806043183463,0.005261,0.0028935500000000004,0.028559933214452663,0.41006,1.0105330000000001,0.9167738561839305,0.194825,-1.4628462500000001,-1.524702270254324
86,0,86,3.4493837356567383,25,0.55,0.277548,0.15265140000000002,0.028559933214452663,-0.147974,0.7036143,0.9624697493270548,-0.389172,-1.7840446,-1.6160940565405726,-0.136281,-0.07495455000000001,-0.08567979964335799,0.051466,0.8133063,0.7225663103256524,0.07735,-1.5274575000000001,-1.7017738561839306,0.100587,0.05532285,0.07425582635757692,0.157974,0.8718857,0.825382069897682,0.160282,-1.4818449,-1.598958096611901,-0.158503,-0.08717665000000001,0.028559933214452663,0.172281,0.87975455,0.985317695898617,0.008579,-1.5652815500000001,-1.4618704171825283
87,0,87,3.4894862174987793,25,0.55,0.197554,0.1086547,0.11995171950070119,-0.270532,0.6362074,0.7968221366832293,-0.26361,-1.7149855,-1.816013589041741,-0.059996,-0.0329978,-0.08567979964335799,0.250402,0.9227211000000001,0.8596539897550252,0.210598,-1.4541711,-1.5818221366832295,0.039082,0.0214951,0.034271919857343194,0.273253,0.93528915,0.8596539897550252,-0.017365,-1.5795507500000001,-1.5646861767545577,-0.112833,-0.062058150000000006,0.028559933214452663,0.062988,0.8196434,0.985317695898617,-0.041348,-1.5927414,-1.4447344572538565
88,0,88,3.5295071601867676,25,0.55,0.020411,0.01122605,0.14279966607226333,-0.267457,0.63789865,0.751126243540105,-0.091073,-1.62009015,-1.80458961575596,0.023221,0.01277155,-0.07996781300046746,0.210011,0.9005060500000001,0.8653659763979158,0.108372,-1.5103954000000002,-1.5646861767545577,0.030602,0.0168311,0.06283185307179585,0.338451,0.97114805,0.9396218027554927,0.009864,-1.5645748000000002,-1.524702270254324,-0.092977,-0.051137350000000005,-0.07425582635757692,0.000587,0.78532285,0.8996378962552589,0.029458,-1.5537981,-1.610382069897682
89,0,89,3.5697736740112305,25,0.55,0.011477,0.00631235,0.14279966607226333,-0.041182,0.7623499,0.6425984973251849,0.041189,-1.54734605,-1.80458961575596,-0.136592,-0.0751256,-0.05140787978601479,0.205644,0.8981042,0.8939259096123684,-0.205743,-1.68315865,-1.5475502168258863,0.014868,0.0081774,0.057119866428905326,0.327103,0.9649066500000001,0.9567577626841642,0.157786,-1.4832177,-1.5475502168258863,0.035851,0.01971805,-0.07425582635757692,0.05681,0.8162455000000001,0.8025341233261198,0.279327,-1.41637015,-1.6160940565405726
90,0,90,3.6097207069396973,25,0.55,0.017041,0.00937255,0.06854383971468639,0.018558,0.7952069,0.6711584305396376,0.124787,-1.50136715,-1.7017738561839306,-0.183565,-0.10096075000000002,0.0,-0.143977,0.70581265,0.9053498828981494,-0.343801,-1.75909055,-1.5532622034687766,0.125931,0.06926205,0.057119866428905326,0.176034,0.8818187000000001,0.9567577626841642,0.057804,-1.5382078000000001,-1.5532622034687766,0.052297,0.028763350000000003,-0.05140787978601479,0.063134,0.8197237,0.8082461099690104,0.247762,-1.4337309,-1.610382069897682
91,0,91,3.6498186588287354,25,0.55,-0.055119,-0.030315450000000004,0.057119866428905326,0.086235,0.83242925,0.6711584305396376,0.026759,-1.55528255,-1.7017738561839306,-0.15841,-0.08712550000000001,-0.022847946571562132,-0.281089,0.63040105,0.8710779630408063,-0.242029,-1.7031159500000002,-1.6046700832547915,0.104837,0.057660350000000006,0.005711986642890533,0.025491,0.79902005,0.9681817359699454,-0.045383,-1.59496065,-1.4961423370398714,0.00168,0.0009240000000000001,-0.06283185307179585,0.19055,0.8898025,0.8025341233261198,0.078802,-1.5266589000000002,-1.524702270254324
92,0,92,3.689877510070801,25,0.55,-0.004807,-0.00264385,0.034271919857343194,0.286907,0.9427988500000001,0.7625502168258862,0.000835,-1.56954075,-1.5761101500403387,-0.13981,-0.0768955,-0.10852774621492012,-0.285751,0.6278369500000001,0.7225663103256524,-0.118251,-1.6350380500000001,-1.7646057092557266,0.083943,0.046168650000000006,0.06283185307179585,0.156851,0.8712680500000001,0.8825019363265874,-0.161454,-1.6587997,-1.5304142568972146,-0.031469,-0.01730795,-0.034271919857343194,0.344664,0.9745652,0.8767899496836968,0.020892,-1.5585094000000002,-1.524702270254324
93,0,93,3.729989767074585,25,0.55,0.096841,0.053262550000000006,0.034271919857343194,0.267397,0.93206835,0.825382069897682,-0.200604,-1.6803322,-1.5589741901116674,-0.012708,-0.006989400000000001,-0.13137569278648226,-0.091863,0.7344753500000001,0.6540224706109661,0.21193,-1.4534385,-1.7531817359699455,-0.084434,-0.0464387,0.045695893143124264,0.227572,0.9101646000000001,0.813958096611901,-0.011796,-1.5764878,-1.6160940565405726,0.004086,0.0022473000000000003,-0.022847946571562132,0.316007,0.95880385,0.8939259096123684,0.080395,-1.52578275,-1.536126243540105
94,0,94,3.7700448036193848,25,0.55,0.317322,0.17452710000000002,0.022847946571562132,0.03418,0.803799,0.91106186954104,-0.43484,-1.8091620000000002,-1.5532622034687766,0.046437,0.02554035,-0.08567979964335799,0.094007,0.83670385,0.6483104839680756,0.151621,-1.48660845,-1.707485842826821,-0.162914,-0.08960270000000001,0.07425582635757692,0.152298,0.8687639,0.8196700832547915,0.075519,-1.52846455,-1.6675019363265875,-0.011249,-0.006186950000000001,-0.017135959928671597,0.285486,0.9420173000000001,0.9624697493270548,0.018848,-1.5596336,-1.5589741901116674
95,0,95,3.8101229667663574,25,0.55,0.230112,0.12656160000000002,0.06283185307179585,-0.225827,0.66079515,0.8996378962552589,-0.26355,-1.7149525,-1.6046700832547915,0.017955,0.00987525,-0.017135959928671597,-0.068306,0.7474317,0.7682622034687767,0.057379,-1.5384415500000002,-1.5818221366832295,-0.117608,-0.0646844,-0.005711986642890533,0.351,0.9780500000000001,0.8939259096123684,0.104795,-1.51236275,-1.6275180298263536,-0.143104,-0.0787072,-0.022847946571562132,0.052494,0.8138717,0.9738937226128359,-0.027638,-1.5852009,-1.5589741901116674
96,0,96,3.8502166271209717,25,0.55,0.133185,0.07325175,0.13708767942937278,-0.227818,0.6597001,0.7796861767545578,-0.046216,-1.5954188,-1.816013589041741,0.071055,0.03908025,-0.011423973285781066,0.184485,0.8864667500000001,0.813958096611901,0.017033,-1.56063185,-1.5475502168258863,0.025694,0.014131700000000002,-0.011423973285781066,0.338446,0.9711453000000001,0.8939259096123684,0.067869,-1.53267205,-1.5932461099690105,0.025659,0.014112450000000002,-0.017135959928671597,0.088121,0.83346655,0.9738937226128359,-0.004082,-1.5722451,-1.5589741901116674
97,0,97,3.8902828693389893,25,0.55,0.065945,0.03626975,0.15422363935804437,-0.035255,0.76560975,0.7168543236827619,0.126392,-1.5004844,-1.816013589041741,0.030618,0.0168399,0.0,0.1603,0.8731650000000001,0.8310940565405726,-0.282862,-1.7255741,-1.5589741901116674,0.006897,0.0037933500000000005,-0.034271919857343194,0.319421,0.9606815500000001,0.9624697493270548,0.043399,-1.54613055,-1.5646861767545577,0.025348,0.013941400000000001,-0.017135959928671597,0.222257,0.9072413500000001,0.8825019363265874,0.150355,-1.48730475,-1.5932461099690105
98,0,98,3.9303903579711914,25,0.55,-0.017049,-0.009376950000000002,0.11995171950070119,-0.015361,0.77655145,0.6882943904683092,0.19866,-1.460737,-1.6389420031121347,-0.071068,-0.03908740000000001,-0.005711986642890533,-0.003408,0.7831256,0.8539420031121346,-0.372176,-1.7746968,-1.5589741901116674,0.088211,0.048516050000000005,-0.022847946571562132,0.095296,0.8374128000000001,1.008165642470179,-0.00578,-1.573179,-1.536126243540105,0.042455,0.023350250000000003,-0.057119866428905326,0.063543,0.8199486500000001,0.8310940565405726,0.187608,-1.4668156,-1.5818221366832295
99,0,99,3.9704456329345703,25,0.55,-0.043026,-0.023664300000000003,0.06854383971468639,0.022606,0.7974333,0.7568382301829956,0.023006,-1.5573467,-1.5703981633974484,-0.090576,-0.04981680000000001,0.017135959928671597,-0.18569,0.6828705,0.8368060431834631,-0.297875,-1.7338312500000002,-1.5589741901116674,0.276389,0.15201395,0.022847946571562132,0.060946,0.8185203000000001,0.9910296825415075,-0.014084,-1.5777462,-1.5589741901116674,-0.012934,-0.007113700000000001,-0.028559933214452663,0.121412,0.8517766,0.8825019363265874,0.291432,-1.4097124,-1.5532622034687766
100,0,100,4.010605812072754,25,0.55,-0.058302,-0.0320661,0.05140787978601479,0.117147,0.8494308500000001,0.751126243540105,0.004473,-1.56753985,-1.536126243540105,-0.051982,-0.028590100000000004,-0.03998390650023373,-0.236757,0.65478365,0.7739741901116672,-0.115779,-1.6336784500000001,-1.7646057092557266,0.115158,0.0633369,0.045695893143124264,0.015117,0.7933143500000001,0.9339098161126022,0.011806,-1.5635067,-1.5703981633974484,0.072675,0.03997125000000001,-0.03998390650023373,0.391691,1.00043005,0.91106186954104,0.150191,-1.48739495,-1.513278296968543
101,0,101,4.0509560108184814,25,0.55,0.096865,0.05327575000000001,0.03998390650023373,0.170936,0.8790148,0.8196700832547915,-0.17119,-1.6641545,-1.5818221366832295,-0.019888,-0.010938400000000001,-0.06283185307179585,-0.13049,0.7132305,0.7168543236827619,0.020075,-1.5589587500000002,-1.7646057092557266,-0.033742,-0.0185581,0.11423973285781065,0.022699,0.79748445,0.8310940565405726,0.035057,-1.55071865,-1.5761101500403387,0.108517,0.059684350000000004,0.0,0.438956,1.0264258000000002,0.8996378962552589,0.124049,-1.5017730500000002,-1.501854323682762
102,0,102,4.090999603271484,25,0.55,0.241941,0.13306755,0.022847946571562132,-0.015854,0.7762803,0.8539420031121346,-0.3614,-1.76877,-1.5818221366832295,0.006046,0.0033253000000000002,-0.045695893143124264,0.04943,0.8121865,0.6997183637540902,0.103629,-1.5130040500000002,-1.7017738561839306,-0.00933,-0.005131500000000001,0.07996781300046746,0.058525,0.81718875,0.8082461099690104,0.178672,-1.4717304,-1.5761101500403387,-0.064311,-0.03537105,0.022847946571562132,0.343964,0.9741802,0.9738937226128359,-0.012054,-1.5766297,-1.4904303503969807
103,0,103,4.131052017211914,25,0.55,0.195477,0.10751235000000002,0.07996781300046746,-0.200874,0.6745193,0.8425180298263536,-0.304381,-1.7374095500000002,-1.610382069897682,0.106689,0.05867895000000001,-0.05140787978601479,0.049856,0.8124208,0.7682622034687767,0.021384,-1.5582388,-1.6160940565405726,0.038266,0.021046300000000004,0.022847946571562132,0.215276,0.9034018,0.8196700832547915,0.065035,-1.53423075,-1.5646861767545577,-0.111643,-0.06140365000000001,0.017135959928671597,0.123438,0.8528909,1.008165642470179,-0.028117,-1.58546435,-1.4732943904683093
104,0,104,4.1711649894714355,25,0.55,0.148799,0.08183945,0.1256637061435917,-0.244399,0.65058055,0.7911101500403388,-0.205926,-1.6832593,-1.7703176958986169,0.151117,0.08311435,-0.057119866428905326,0.23733,0.9155315,0.7625502168258862,0.02115,-1.5583675000000001,-1.6160940565405726,-0.000321,-0.00017655,0.028559933214452663,0.441688,1.0279284,0.8310940565405726,0.087345,-1.52196025,-1.5532622034687766,-0.073517,-0.04043435,-0.045695893143124264,0.112703,0.8469866500000001,1.0481495489704127,-0.014786,-1.5781323,-1.524702270254324
105,0,105,4.211218357086182,25,0.55,0.159716,0.0878438,0.11995171950070119,-0.080902,0.7405039,0.728278296968543,-0.220377,-1.69120735,-1.7703176958986169,0.011711,0.00644105,-0.011423973285781066,0.252503,0.92387665,0.825382069897682,0.085998,-1.5227011000000001,-1.598958096611901,-0.017203,-0.00946165,0.08567979964335799,0.312927,0.95710985,0.8996378962552589,0.123648,-1.5019936,-1.5475502168258863,0.024094,0.013251700000000002,-0.07425582635757692,0.019246,0.7955853,0.8767899496836968,0.038618,-1.5487601,-1.610382069897682
106,0,106,4.251327753067017,25,0.55,0.148695,0.08178225,0.11995171950070119,0.053196,0.8142578,0.6597344572538566,-0.138732,-1.6463026,-1.6846378962552588,-0.167525,-0.09213875,0.022847946571562132,0.097906,0.8388483,0.8939259096123684,-0.32626,-1.749443,-1.5818221366832295,0.009711,0.00534105,0.045695893143124264,0.325634,0.9640987000000001,0.9339098161126022,0.102398,-1.5136811000000001,-1.5304142568972146,0.069994,0.0384967,-0.07996781300046746,0.003578,0.7869679,0.8767899496836968,0.269931,-1.42153795,-1.6160940565405726
107,0,107,4.291370868682861,25,0.55,0.097736,0.053754800000000005,0.1256637061435917,0.043178,0.8087479000000001,0.739702270254324,-0.005765,-1.57317075,-1.6560779630408065,-0.173625,-0.09549375,0.028559933214452663,-0.150458,0.7022481,0.8939259096123684,-0.412382,-1.7968101,-1.5818221366832295,0.119746,0.06586030000000001,0.045695893143124264,0.205203,0.8978616500000001,0.996741669184398,0.054622,-1.5399579,-1.513278296968543,0.09734,0.053537,-0.028559933214452663,0.19369,0.8915295000000001,0.8825019363265874,0.250446,-1.4322547,-1.5818221366832295
108,0,108,4.331465244293213,25,0.55,0.111961,0.06157855000000001,0.10852774621492012,0.197652,0.8937086000000001,0.7968221366832293,0.059075,-1.53750875,-1.6732139229694778,-0.265632,-0.1460976,-0.1256637061435917,-0.242674,0.6515293,0.9053498828981494,-0.45256,-1.818908,-1.6332300164692442,0.250433,0.13773815000000003,0.022847946571562132,0.001034,0.7855687,0.9910296825415075,-0.082489,-1.6153689500000001,-1.5075663103256525,0.07583,0.0417065,-0.034271919857343194,0.188879,0.88888345,0.8710779630408063,0.204792,-1.4573644000000001,-1.5075663103256525
109,0,109,4.371558904647827,25,0.55,-0.038906,-0.021398300000000002,0.07996781300046746,0.252222,0.9237221,0.8767899496836968,-0.014034,-1.5777187000000001,-1.6789259096123685,-0.074648,-0.04105640000000001,-0.11995171950070119,-0.30772,0.615754,0.7054303503969808,-0.06998,-1.608489,-1.8331495489704128,0.037993,0.020896150000000002,0.022847946571562132,0.0383,0.806065,0.9510457760412737,-0.084522,-1.6164871,-1.524702270254324,0.064098,0.035253900000000005,0.005711986642890533,0.381554,0.9948547000000001,0.8482300164692441,0.035091,-1.55069995,-1.5075663103256525
110,0,110,4.411620378494263,25,0.55,0.12501,0.06875550000000001,0.08567979964335799,0.19711,0.8934105,0.9339098161126022,-0.228339,-1.69558645,-1.621806043183463,-0.060438,-0.033240900000000004,-0.09710377292913905,-0.136211,0.71008395,0.6254625373965134,0.069973,-1.53151485,-1.8502855088990846,-0.058202,-0.0320111,0.14851165271515385,0.169457,0.87820135,0.8767899496836968,-0.000153,-1.57008415,-1.6046700832547915,0.093762,0.05156910000000001,0.011423973285781066,0.417683,1.0147256500000001,0.8996378962552589,0.069811,-1.53160395,-1.4904303503969807
111,0,111,4.4517662525177,25,0.55,0.255081,0.14029455000000002,0.045695893143124264,0.047984,0.8113912,0.9339098161126022,-0.300688,-1.7353784,-1.610382069897682,0.003535,0.0019442500000000002,-0.07996781300046746,0.063809,0.82009495,0.6425984973251849,0.180227,-1.4708751500000001,-1.7417577626841643,-0.084906,-0.0466983,0.045695893143124264,0.247747,0.92126085,0.8539420031121346,0.084821,-1.52334845,-1.6275180298263536,-0.042372,-0.0233046,0.022847946571562132,0.293912,0.9466516,0.9510457760412737,-0.075707,-1.61163885,-1.5189902836114335
112,0,112,4.491861581802368,25,0.55,0.287059,0.15788245,0.09139178628624853,-0.217719,0.66525455,0.8596539897550252,-0.276841,-1.7222625500000002,-1.6732139229694778,-0.034479,-0.018963450000000003,-0.08567979964335799,0.006787,0.78873285,0.728278296968543,0.090533,-1.52020685,-1.5932461099690105,-0.029206,-0.016063300000000003,0.017135959928671597,0.241356,0.9177458000000001,0.8310940565405726,0.00967,-1.5646815,-1.6446539897550252,-0.143238,-0.07878090000000001,0.022847946571562132,0.126173,0.85439515,1.0253016023988506,-0.062838,-1.6045609,-1.524702270254324
113,0,113,4.531898498535156,25,0.55,0.169588,0.0932734,0.1256637061435917,-0.314488,0.6120316,0.7968221366832293,-0.208103,-1.68445665,-1.7531817359699455,0.059809,0.032894950000000006,-0.045695893143124264,0.194374,0.8919057,0.7853981633974483,0.103123,-1.51328235,-1.5646861767545577,-0.088623,-0.04874265,0.017135959928671597,0.436193,1.02490615,0.8596539897550252,0.007325,-1.56597125,-1.5818221366832295,-0.05221,-0.0287155,-0.06283185307179585,0.059239,0.81758145,1.0253016023988506,-0.022515,-1.5823832500000001,-1.5703981633974484
114,0,114,4.571974515914917,25,0.55,0.107258,0.05899190000000001,0.13708767942937278,-0.183897,0.6838566500000001,0.739702270254324,-0.001358,-1.5707469,-1.7474697493270548,0.073634,0.040498700000000006,-0.017135959928671597,0.156697,0.87118335,0.8767899496836968,-0.034418,-1.5889299000000001,-1.5646861767545577,-0.157903,-0.08684665,0.017135959928671597,0.345432,0.9749876000000001,0.9167738561839305,0.083229,-1.5242240500000002,-1.5703981633974484,0.072052,0.03962860000000001,-0.06854383971468639,0.015933,0.7937631500000001,1.0253016023988506,0.088109,-1.52154005,-1.5703981633974484
115,0,115,4.612091541290283,25,0.55,0.036063,0.01983465,0.10852774621492012,-0.029192,0.7689444000000001,0.6425984973251849,0.230887,-1.44301215,-1.6960618695410399,-0.03434,-0.018887000000000004,-0.017135959928671597,0.121097,0.85160335,0.8539420031121346,-0.332861,-1.75307355,-1.5589741901116674,0.073351,0.040343050000000005,-0.005711986642890533,0.220824,0.9064532000000001,0.9624697493270548,0.016498,-1.5609261,-1.5703981633974484,0.050515,0.027783250000000002,-0.045695893143124264,0.152206,0.8687133,0.8425180298263536,0.240045,-1.43797525,-1.598958096611901
116,0,116,4.652137041091919,25,0.55,0.038198,0.021008900000000004,0.10852774621492012,0.027618,0.8001899,0.6825824038254187,0.089292,-1.5208894000000002,-1.6960618695410399,-0.135666,-0.07461630000000001,0.005711986642890533,-0.078287,0.7419421500000001,0.8368060431834631,-0.384503,-1.78147665,-1.5703981633974484,0.097889,0.053838950000000003,-0.03998390650023373,0.169859,0.8784224500000001,0.9796057092557264,-0.03165,-1.5874075,-1.5703981633974484,-0.050059,-0.027532450000000003,-0.017135959928671597,0.085619,0.83209045,0.8596539897550252,0.1815,-1.470175,-1.5418382301829956
117,0,117,4.6921985149383545,25,0.55,-0.030493,-0.016771150000000002,0.07996781300046746,0.17692,0.882306,0.751126243540105,0.042937,-1.54638465,-1.524702270254324,-0.132742,-0.0730081,0.0,-0.314438,0.6120591,0.8539420031121346,-0.190621,-1.67484155,-1.6675019363265875,0.162227,0.08922485000000001,0.017135959928671597,0.010127,0.79056985,0.9510457760412737,-0.095449,-1.6224969500000002,-1.5703981633974484,-0.016792,-0.009235600000000002,-0.045695893143124264,0.255608,0.9255844000000001,0.8710779630408063,0.101395,-1.5142327500000001,-1.536126243540105
118,0,118,4.732317924499512,25,0.55,-0.041697,-0.02293335,0.07425582635757692,0.212112,0.9016616000000001,0.8482300164692441,-0.057125,-1.6014187500000001,-1.536126243540105,-0.056098,-0.030853900000000004,-0.06854383971468639,-0.252154,0.6463153,0.7568382301829956,-0.016588,-1.5791234,-1.7588937226128358,0.065887,0.03623785,0.057119866428905326,0.050065,0.81253575,0.9053498828981494,-0.047494,-1.5961217,-1.5703981633974484,0.071746,0.039460300000000004,-0.06854383971468639,0.49204,1.055622,0.8767899496836968,0.184706,-1.4684117,-1.5418382301829956
119,0,119,4.772372245788574,25,0.55,0.26744,0.14709200000000003,0.06854383971468639,0.177657,0.88271135,0.8939259096123684,-0.315977,-1.74378735,-1.5475502168258863,-0.018646,-0.0102553,-0.11423973285781065,0.073978,0.8256879,0.6940063771111997,0.140144,-1.4929208,-1.7588937226128358,-0.119412,-0.0656766,0.11995171950070119,0.171141,0.87912755,0.8425180298263536,0.113675,-1.50747875,-1.6275180298263536,0.036666,0.0201663,-0.017135959928671597,0.346235,0.97542925,0.9053498828981494,0.038577,-1.5487826500000001,-1.5189902836114335
120,0,120,4.81245231628418,25,0.55,0.231212,0.12716660000000002,0.028559933214452663,-0.131735,0.7125457500000001,0.8939259096123684,-0.369196,-1.7730578000000001,-1.5932461099690105,0.023049,0.012676950000000001,-0.06283185307179585,0.075892,0.8267406,0.7168543236827619,0.12716,-1.500062,-1.6160940565405726,0.054539,0.02999645,0.03998390650023373,0.219997,0.9059983500000001,0.7568382301829956,0.126528,-1.5004096,-1.610382069897682,-0.205791,-0.11318505000000001,0.005711986642890533,0.229679,0.91132345,0.9910296825415075,-0.048909,-1.59689995,-1.5189902836114335
121,0,121,4.852529048919678,25,0.55,0.167799,0.09228945000000001,0.11423973285781065,-0.269484,0.6367838,0.8882139229694779,-0.195536,-1.6775448000000002,-1.6446539897550252,0.028239,0.015531450000000002,-0.057119866428905326,0.062345,0.81928975,0.7568382301829956,0.098726,-1.5157007,-1.5703981633974484,-0.031846,-0.0175153,0.0,0.311056,0.9560808000000001,0.8310940565405726,0.004738,-1.5673941,-1.5818221366832295,-0.153667,-0.08451685,-0.005711986642890533,0.020436,0.7962398,1.1166933886850992,-0.017298,-1.5795139,-1.5189902836114335
122,0,122,4.89263391494751,25,0.55,0.082196,0.045207800000000006,0.1256637061435917,-0.310248,0.6143636,0.7853981633974483,-0.116674,-1.6341707,-1.7760296825415076,0.005413,0.0029771500000000005,-0.034271919857343194,0.263292,0.9298106,0.7568382301829956,0.036848,-1.5497336000000002,-1.5703981633974484,-0.048585,-0.026721750000000002,0.011423973285781066,0.477162,1.0474391,0.9281978294697116,0.133037,-1.49682965,-1.5589741901116674,-0.046179,-0.02539845,-0.08567979964335799,-0.012539,0.77810355,0.9053498828981494,0.065827,-1.53379515,-1.6160940565405726
123,0,123,4.93269944190979,25,0.55,0.092007,0.050603850000000006,0.09710377292913905,-0.06921,0.7469345000000001,0.6711584305396376,0.070394,-1.5312833000000001,-1.7131978294697117,-0.036663,-0.020164650000000003,-0.017135959928671597,0.239517,0.91673435,0.8939259096123684,-0.107897,-1.62934335,-1.5646861767545577,-0.147265,-0.08099575,0.005711986642890533,0.364825,0.98565375,0.9681817359699454,0.131405,-1.49772725,-1.5418382301829956,0.089691,0.04933005000000001,-0.13137569278648226,-0.120966,0.7184687000000001,0.8425180298263536,0.225082,-1.4462049000000001,-1.6160940565405726
124,0,124,4.972798824310303,25,0.55,0.085962,0.047279100000000004,0.10852774621492012,0.026199,0.7994094500000001,0.6368865106822944,0.016396,-1.5609822,-1.6846378962552588,-0.181198,-0.09965890000000001,-0.005711986642890533,0.073427,0.8253848500000001,0.8882139229694779,-0.424716,-1.8035938,-1.5646861767545577,0.152934,0.0841137,-0.005711986642890533,0.267208,0.9319644,0.9796057092557264,0.068797,-1.5321616500000002,-1.5304142568972146,0.039081,0.02149455,-0.06854383971468639,0.026639,0.79965145,0.8025341233261198,0.395811,-1.35230395,-1.610382069897682
125,0,125,5.012917518615723,25,0.55,-0.073513,-0.04043215,0.09710377292913905,-0.02167,0.7730815,0.7168543236827619,0.054911,-1.53979895,-1.6446539897550252,-0.210337,-0.11568535,-0.057119866428905326,-0.293374,0.6236443,0.8939259096123684,-0.30415,-1.7372825,-1.5703981633974484,0.23856,0.13120800000000002,-0.07425582635757692,0.068705,0.82278775,1.008165642470179,-0.065656,-1.6061108000000002,-1.5075663103256525,-0.019676,-0.010821800000000001,-0.03998390650023373,0.110546,0.8458003000000001,0.8539420031121346,0.168337,-1.47741465,-1.5475502168258863
126,0,126,5.053292751312256,25,0.55,-0.00851,-0.004680500000000001,0.07425582635757692,0.235009,0.91425495,0.813958096611901,0.044312,-1.5456284,-1.621806043183463,-0.191465,-0.10530575,-0.13137569278648226,-0.316837,0.61073965,0.7796861767545578,-0.332512,-1.7528816,-1.7360457760412737,0.2467,0.135685,0.0,0.03822,0.806021,0.9453337893983832,-0.114305,-1.6328677500000002,-1.513278296968543,-0.043987,-0.024192850000000002,-0.045695893143124264,0.267487,0.93211785,0.8082461099690104,0.087214,-1.5220323,-1.5475502168258863
127,0,127,5.093329191207886,25,0.55,0.065361,0.03594855,0.06283185307179585,0.352701,0.97898555,0.8653659763979158,-0.079007,-1.61345385,-1.6046700832547915,-0.097589,-0.053673950000000005,-0.14279966607226333,-0.166179,0.69360155,0.7796861767545578,-0.101929,-1.62606095,-1.7874536558272887,0.048153,0.02648415,0.13708767942937278,0.111654,0.8464097,0.9453337893983832,-0.041518,-1.5928349000000002,-1.513278296968543,0.047348,0.026041400000000003,-0.022847946571562132,0.295643,0.94760365,0.8539420031121346,0.022991,-1.5573549500000001,-1.513278296968543
128,0,128,5.133384704589844,25,0.55,0.071245,0.039184750000000004,0.028559933214452663,0.1911,0.890105,0.8825019363265874,-0.248385,-1.70661175,-1.5932461099690105,-0.008493,-0.004671150000000001,-0.10281575957202958,-0.053126,0.7557807000000001,0.6597344572538566,0.214223,-1.4521773500000001,-1.781741669184398,-0.07249,-0.0398695,0.1256637061435917,0.136937,0.86031535,0.8368060431834631,0.007507,-1.56587115,-1.6332300164692442,0.116544,0.06409920000000001,-0.017135959928671597,0.378024,0.9929132,0.9339098161126022,0.161318,-1.4812751,-1.536126243540105
129,0,129,5.173510551452637,25,0.55,0.238201,0.13101055,0.028559933214452663,-0.091713,0.7345578500000001,1.0024536558272885,-0.403939,-1.79216645,-1.6560779630408065,0.035236,0.019379800000000003,-0.09139178628624853,0.002933,0.78661315,0.7339902836114335,0.241037,-1.4374296500000001,-1.707485842826821,-0.105517,-0.058034350000000005,0.08567979964335799,0.234886,0.9141873,0.8310940565405726,0.137937,-1.4941346500000001,-1.621806043183463,-0.174517,-0.09598435000000001,-0.005711986642890533,0.305506,0.9530283,0.9339098161126022,-0.063154,-1.6047347,-1.5818221366832295
130,0,130,5.213550806045532,25,0.55,0.213993,0.11769615,0.028559933214452663,-0.263558,0.6400431,1.0024536558272885,-0.318239,-1.7450314500000002,-1.7474697493270548,-0.046121,-0.02536655,-0.06283185307179585,0.033799,0.80358945,0.7739741901116672,0.184886,-1.4683127,-1.5932461099690105,0.093197,0.05125835000000001,0.028559933214452663,0.271191,0.93415505,0.8653659763979158,0.084036,-1.5237802,-1.621806043183463,-0.216031,-0.11881705000000001,0.045695893143124264,0.137644,0.8607042,0.985317695898617,-0.088553,-1.6187041500000001,-1.536126243540105
